Id,Disease,County,Year,Sex,Count,Population,Rate,CI_lower,CI_upper,Recalculated_Rate
106138,Scombroid Fish Poisoning,Alameda,2013,Female,0,797654,0.0,0.0,0.462,0.0
41692,Diphtheria,Ventura,2002,Female,1,391526,0.255,0.006,1.423,0.255
103755,Salmonellosis,Alpine,2014,Male,0,578,0.0,0.0,636.182,0.0
139285,Vibrio Infection (non-Cholera),Yuba,2005,Male,0,34037,0.0,0.0,10.837,0.0
12042,"Botulism, Other",Sonoma,2004,Female,0,238891,0.0,0.0,1.544,0.0
45205,E. coli Other STEC (non-O157),Placer,2013,Male,0,178149,0.0,0.0,2.0709999999999997,0.0
134075,Typhus Fever,Imperial,2008,Female,0,82512,0.0,0.0,4.471,0.0
82198,Measles,Amador,2012,Female,0,16489,0.0,0.0,22.369,0.0
4036,Anaplasmosis and Ehrlichiosis,San Bernardino,2013,Male,0,1032092,0.0,0.0,0.35700000000000004,0.0
47247,Early Syphilis,Placer,2002,Male,2,135549,1.475,0.179,5.33,1.475
22158,Chlamydia,Tulare,2005,Male,418,204263,204.638,185.50599999999997,225.205,204.638
33423,Cryptosporidiosis,Trinity,2001,Female,0,6327,0.0,0.0,58.287,0.0
117833,Streptococcal Infection (cases in food and dairy workers),San Joaquin,2004,Female,0,320359,0.0,0.0,1.151,0.0
47040,Early Syphilis,Mono,2002,Male,0,7253,0.0,0.0,50.847,0.0
137312,Vibrio Infection (non-Cholera),Fresno,2014,Female,2,483695,0.413,0.05,1.494,0.413
68168,Legionellosis,Marin,2003,Female,0,125259,0.0,0.0,2.945,0.0
44466,E. coli Other STEC (non-O157),Butte,2011,Female,0,111240,0.0,0.0,3.3160000000000003,0.0
68918,Legionellosis,San Francisco,2004,Female,0,384174,0.0,0.0,0.96,0.0
29797,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,Alameda,2014,Female,1,808612,0.124,0.003,0.6890000000000001,0.124
126557,Tuberculosis,Glenn,2008,Male,1,14200,7.042000000000001,0.17800000000000002,39.231,7.042
77980,Lyme Disease,Madera,2005,Male,0,67240,0.0,0.0,5.486000000000001,0.0
118392,Streptococcal Infection (cases in food and dairy workers),Tehama,2007,Female,0,31175,0.0,0.0,11.832,0.0
134522,Typhus Fever,Merced,2003,Female,0,114558,0.0,0.0,3.22,0.0
69295,Legionellosis,Solano,2004,Female,0,205205,0.0,0.0,1.798,0.0
48198,Early Syphilis,Trinity,2011,Female,0,6574,0.0,0.0,56.097,0.0
26461,Ciguatera Fish Poisoning,San Joaquin,2005,Female,0,326957,0.0,0.0,1.128,0.0
46970,Early Syphilis,Merced,2007,Female,0,124354,0.0,0.0,2.966,0.0
99739,"Rabies, human",Siskiyou,2004,Male,0,22143,0.0,0.0,16.658,0.0
118093,Streptococcal Infection (cases in food and dairy workers),Shasta,2006,Female,0,89291,0.0,0.0,4.131,0.0
33285,Cryptosporidiosis,Sonoma,2011,Female,2,247231,0.809,0.098,2.9219999999999997,0.809
17885,Campylobacteriosis,Glenn,2006,Female,0,13729,0.0,0.0,26.866,0.0
6069,Babesiosis,Mono,2004,Male,0,7404,0.0,0.0,49.81,0.0
60628,"Hepatitis E, acute infection",Del Norte,2013,Female,0,12478,0.0,0.0,29.559,0.0
59915,"Hepatitis C, Acute",Fresno,2011,Male,0,469484,0.0,0.0,0.7859999999999999,0.0
133048,"Typhoid Fever, case",Solano,2006,Male,0,205995,0.0,0.0,1.791,0.0
2084,Amebiasis,Sonoma,2009,Male,1,236628,0.423,0.011000000000000001,2.355,0.423
58305,Hemolytic Uremic Syndrome,Yolo,2012,Male,0,99947,0.0,0.0,3.6910000000000003,0.0
27401,Coccidioidomycosis,Amador,2004,Male,1,20415,4.898,0.124,27.289,4.898
41471,Diphtheria,Stanislaus,2012,Male,0,259005,0.0,0.0,1.4240000000000002,0.0
132595,"Typhoid Fever, case",San Diego,2009,Male,2,1546121,0.129,0.016,0.467,0.129
64403,Influenza Death (<65 years of age),San Luis Obispo,2010,Female,0,131413,0.0,0.0,2.807,0.0
121025,Tetanus,Ventura,2004,Male,0,395834,0.0,0.0,0.932,0.0
49208,Giardiasis,Lassen,2004,Male,0,22079,0.0,0.0,16.706,0.0
24961,Ciguatera Fish Poisoning,Amador,2009,Male,0,20708,0.0,0.0,17.812,0.0
50374,Giardiasis,Sierra,2001,Female,0,1772,0.0,0.0,207.96,0.0
91748,"Plague, human",Placer,2008,Male,0,165146,0.0,0.0,2.234,0.0
108052,Scombroid Fish Poisoning,Solano,2001,Female,0,200691,0.0,0.0,1.838,0.0
100036,"Rabies, human",Tulare,2005,Male,0,204263,0.0,0.0,1.806,0.0
91738,"Plague, human",Placer,2005,Female,0,159647,0.0,0.0,2.311,0.0
60187,"Hepatitis C, Acute",Placer,2011,Female,1,182237,0.5489999999999999,0.013999999999999999,3.057,0.549
109530,Shiga Toxin Positive Feces (without culture confirmation),San Mateo,2014,Male,0,368089,0.0,0.0,1.002,0.0
134454,Typhus Fever,Mariposa,2008,Male,0,9329,0.0,0.0,39.534,0.0
103308,Rubella,San Diego,2013,Female,0,1576787,0.0,0.0,0.23399999999999999,0.0
107541,Scombroid Fish Poisoning,San Benito,2013,Male,0,28512,0.0,0.0,12.937000000000001,0.0
120293,Tetanus,San Francisco,2012,Male,0,417663,0.0,0.0,0.883,0.0
128851,Tularemia,Contra Costa,2006,Female,0,517107,0.0,0.0,0.713,0.0
12848,"Botulism, Wound",Del Norte,2008,Male,0,15832,0.0,0.0,23.296999999999997,0.0
130129,Tularemia,San Diego,2012,Male,0,1588115,0.0,0.0,0.23199999999999998,0.0
33951,Cyclosporiasis,Mariposa,2014,Female,0,8832,0.0,0.0,41.758,0.0
104069,Salmonellosis,Fresno,2007,Female,48,450080,10.665,7.8629999999999995,14.14,10.665
129049,Tularemia,Humboldt,2002,Female,0,64785,0.0,0.0,5.694,0.0
117439,Streptococcal Infection (cases in food and dairy workers),Nevada,2013,Male,0,48387,0.0,0.0,7.622999999999999,0.0
43620,E. coli O157,San Mateo,2013,Male,8,365012,2.1919999999999997,0.946,4.3180000000000005,2.192
77395,Lyme Disease,Colusa,2006,Male,0,10665,0.0,0.0,34.583,0.0
110385,Shigellosis,Fresno,2010,Female,13,466558,2.786,1.484,4.765,2.786
17581,Campylobacteriosis,Butte,2003,Female,17,106998,15.888,9.256,25.436999999999998,15.888
88805,Pertussis,Marin,2014,Female,137,131733,103.99799999999999,87.32,122.931,103.998
107577,Scombroid Fish Poisoning,San Bernardino,2011,Male,0,1020808,0.0,0.0,0.361,0.0
102655,Relapsing Fever,Ventura,2013,Female,0,421969,0.0,0.0,0.8740000000000001,0.0
135706,Typhus Fever,Sutter,2014,Female,0,48529,0.0,0.0,7.601,0.0
117600,Streptococcal Infection (cases in food and dairy workers),Riverside,2011,Female,0,1115310,0.0,0.0,0.331,0.0
49487,Giardiasis,Merced,2013,Male,1,132142,0.757,0.019,4.216,0.757
132939,"Typhoid Fever, case",Shasta,2012,Female,0,90613,0.0,0.0,4.071000000000001,0.0
15752,Brucellosis,Los Angeles,2003,Male,5,4832160,0.10300000000000001,0.034,0.24100000000000002,0.103
22845,Cholera,Glenn,2010,Male,0,14206,0.0,0.0,25.964000000000002,0.0
122900,Toxic Shock Syndrome (Non-Streptococcal),Santa Barbara,2007,Female,0,207530,0.0,0.0,1.778,0.0
30252,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,Madera,2013,Female,0,79248,0.0,0.0,4.655,0.0
71146,Leprosy,Riverside,2005,Female,0,972165,0.0,0.0,0.379,0.0
104722,Salmonellosis,Mono,2012,Male,0,7592,0.0,0.0,48.577,0.0
38021,Dengue,Monterey,2013,Male,0,218152,0.0,0.0,1.6909999999999998,0.0
51465,Gonorrhea,Imperial,2007,Female,29,80846,35.871,24.024,51.512,35.871
71758,Leprosy,Solano,2005,Male,0,205715,0.0,0.0,1.7930000000000001,0.0
104384,Salmonellosis,Lassen,2012,Female,1,12115,8.254,0.209,45.981,8.254
27721,Coccidioidomycosis,Fresno,2013,Female,85,478477,17.765,14.19,21.965999999999998,17.765
115282,Staphylococcus aureus Infection (cases resulting in death or ICU),Kern,2013,Male,2,448703,0.446,0.054000000000000006,1.61,0.446
75600,Listeriosis,Mariposa,2010,Female,0,8958,0.0,0.0,41.17100000000001,0.0
844,Amebiasis,Madera,2002,Female,0,66805,0.0,0.0,5.522,0.0
56618,Hemolytic Uremic Syndrome,Lake,2011,Female,0,32084,0.0,0.0,11.497,0.0
104276,Salmonellosis,Kings,2004,Female,3,60889,4.927,1.016,14.398,4.927
61443,HIV,Calaveras,2012,Female,0,22468,0.0,0.0,16.417,0.0
101926,Relapsing Fever,San Joaquin,2013,Female,0,352410,0.0,0.0,1.047,0.0
21095,Chlamydia,Nevada,2001,Male,28,46207,60.596000000000004,40.27,87.568,60.597
116559,Streptococcal Infection (cases in food and dairy workers),El Dorado,2001,Female,0,80988,0.0,0.0,4.555,0.0
34321,Cyclosporiasis,Trinity,2013,Male,0,6902,0.0,0.0,53.431999999999995,0.0
113948,Spotted Fever Rickettsiosis,San Benito,2014,Female,0,29124,0.0,0.0,12.665,0.0
131550,"Typhoid Fever, case",Humboldt,2010,Female,0,66755,0.0,0.0,5.526,0.0
123947,Trichinosis,Del Norte,2006,Male,0,15641,0.0,0.0,23.581999999999997,0.0
18604,Campylobacteriosis,Napa,2007,Female,5,66731,7.492999999999999,2.4330000000000003,17.485,7.493
119257,Tetanus,Imperial,2010,Male,0,90237,0.0,0.0,4.088,0.0
16019,Brucellosis,Modoc,2008,Male,0,4863,0.0,0.0,75.827,0.0
66875,Invasive Meningococcal Disease,Stanislaus,2006,Female,5,254877,1.962,0.637,4.578,1.962
86519,Paralytic Shellfish Poisoning,Mono,2005,Male,0,7442,0.0,0.0,49.556000000000004,0.0
124496,Trichinosis,Marin,2007,Male,0,122743,0.0,0.0,3.005,0.0
111926,Shigellosis,Sierra,2010,Female,0,1593,0.0,0.0,231.3,0.0
7855,"Botulism, Foodborne",El Dorado,2010,Female,0,90414,0.0,0.0,4.08,0.0
16531,Brucellosis,San Diego,2011,Female,1,1551409,0.064,0.002,0.359,0.064
135202,Typhus Fever,San Joaquin,2014,Female,0,356979,0.0,0.0,1.033,0.0
42526,E. coli O157,Kings,2002,Female,0,57449,0.0,0.0,6.421,0.0
109711,Shiga Toxin Positive Feces (without culture confirmation),Sonoma,2010,Male,1,238005,0.42,0.011000000000000001,2.3409999999999997,0.42
42226,E. coli O157,Del Norte,2014,Female,0,12466,0.0,0.0,29.587,0.0
84765,Mumps,Kings,2012,Male,0,85407,0.0,0.0,4.319,0.0
9851,"Botulism, Foodborne",Ventura,2008,Female,0,408229,0.0,0.0,0.904,0.0
132375,"Typhoid Fever, case",Plumas,2006,Female,0,10380,0.0,0.0,35.532,0.0
13190,"Botulism, Wound",Kings,2010,Male,0,86475,0.0,0.0,4.266,0.0
10994,"Botulism, Other",Merced,2004,Male,0,117878,0.0,0.0,3.1289999999999996,0.0
87400,Paralytic Shellfish Poisoning,Siskiyou,2008,Female,0,22683,0.0,0.0,16.261,0.0
116004,Staphylococcus aureus Infection (cases resulting in death or ICU),Sonoma,2014,Male,1,244068,0.41,0.01,2.283,0.41
64183,Influenza Death (<65 years of age),Napa,2009,Female,0,67950,0.0,0.0,5.428999999999999,0.0
36530,Cysticercosis or Taeniasis,Stanislaus,2009,Male,1,253256,0.395,0.01,2.2,0.395
114429,Spotted Fever Rickettsiosis,Siskiyou,2006,Female,0,22677,0.0,0.0,16.266,0.0
35526,Cysticercosis or Taeniasis,Monterey,2001,Male,1,209953,0.47600000000000003,0.012,2.654,0.476
45850,E. coli Other STEC (non-O157),Tuolumne,2011,Male,0,29176,0.0,0.0,12.642999999999999,0.0
37279,Dengue,El Dorado,2006,Male,0,87604,0.0,0.0,4.211,0.0
53459,Hantavirus Infection,Alameda,2005,Female,0,744115,0.0,0.0,0.496,0.0
103743,Salmonellosis,Alpine,2010,Male,0,602,0.0,0.0,610.8969999999999,0.0
58166,Hemolytic Uremic Syndrome,Tulare,2008,Male,0,215925,0.0,0.0,1.7080000000000002,0.0
20839,Chlamydia,Mariposa,2014,Female,19,8832,215.132,129.569,335.744,215.127
98261,"Rabies, human",Glenn,2009,Male,0,14150,0.0,0.0,26.066,0.0
79,Amebiasis,Alameda,2013,Female,5,797654,0.627,0.204,1.463,0.627
38490,Dengue,San Francisco,2014,Male,4,424929,0.941,0.256,2.41,0.941
83899,Measles,Santa Cruz,2004,Male,0,127160,0.0,0.0,2.9010000000000002,0.0
27659,Coccidioidomycosis,El Dorado,2006,Male,1,87604,1.1420000000000001,0.028999999999999998,6.36,1.142
101441,Relapsing Fever,Napa,2005,Male,0,65236,0.0,0.0,5.655,0.0
103941,Salmonellosis,Contra Costa,2006,Male,65,492997,13.185,10.176,16.805,13.185
20642,Chlamydia,Lassen,2004,Male,18,22079,81.52600000000001,48.324,128.815,81.525
20921,Chlamydia,Merced,2013,Male,218,132142,164.97400000000002,143.815,188.36599999999999,164.974
39627,Diphtheria,Contra Costa,2001,Male,0,473054,0.0,0.0,0.78,0.0
58045,Hemolytic Uremic Syndrome,Sutter,2010,Female,1,47680,2.097,0.053,11.685,2.097
109783,Shiga Toxin Positive Feces (without culture confirmation),Tehama,2010,Female,0,31845,0.0,0.0,11.583,0.0
3494,Anaplasmosis and Ehrlichiosis,Merced,2002,Female,0,111411,0.0,0.0,3.3110000000000004,0.0
15081,Brucellosis,Stanislaus,2013,Female,0,265760,0.0,0.0,1.3880000000000001,0.0
133803,Typhus Fever,Contra Costa,2006,Female,0,517107,0.0,0.0,0.713,0.0
125597,Trichinosis,Siskiyou,2010,Male,0,22392,0.0,0.0,16.473,0.0
33358,Cryptosporidiosis,Sutter,2007,Male,2,45873,4.36,0.528,15.748,4.36
20939,Chlamydia,Modoc,2005,Male,1,4851,20.612,0.522,114.801,20.614
42138,E. coli O157,Colusa,2013,Female,0,10523,0.0,0.0,35.049,0.0
138878,Vibrio Infection (non-Cholera),Solano,2004,Female,0,205205,0.0,0.0,1.798,0.0
72961,Leptospirosis,Lake,2014,Female,0,32229,0.0,0.0,11.445,0.0
47319,Early Syphilis,Plumas,2012,Male,0,9942,0.0,0.0,37.097,0.0
51529,Gonorrhea,Inyo,2014,Male,7,9468,73.929,29.73,152.27100000000002,73.933
125314,Trichinosis,San Luis Obispo,2014,Female,0,133302,0.0,0.0,2.767,0.0
105408,Salmonellosis,Santa Clara,2002,Male,150,855869,17.526,14.834000000000001,20.566,17.526
7930,"Botulism, Foodborne",Glenn,2007,Female,0,13871,0.0,0.0,26.590999999999998,0.0
10439,"Botulism, Other",Glenn,2001,Male,0,13457,0.0,0.0,27.409000000000002,0.0
133114,"Typhoid Fever, case",Sonoma,2014,Male,0,244068,0.0,0.0,1.511,0.0
21379,Chlamydia,San Benito,2012,Female,175,28368,616.885,529.101,715.0160000000001,616.892
64908,Invasive Meningococcal Disease,Amador,2013,Female,0,16327,0.0,0.0,22.590999999999998,0.0
69806,Leprosy,Alameda,2006,Female,0,746698,0.0,0.0,0.494,0.0
67527,Legionellosis,Calaveras,2013,Male,0,22408,0.0,0.0,16.461,0.0
24246,Cholera,Shasta,2009,Male,0,86917,0.0,0.0,4.244,0.0
135680,Typhus Fever,Sutter,2005,Male,0,43650,0.0,0.0,8.451,0.0
111830,Shigellosis,Santa Cruz,2006,Female,0,127995,0.0,0.0,2.8819999999999997,0.0
59720,"Hepatitis B, Acute",Tehama,2014,Male,0,32040,0.0,0.0,11.513,0.0
41879,E. coli O157,Alameda,2008,Male,8,731907,1.093,0.47200000000000003,2.154,1.093
84576,Mumps,Amador,2014,Male,0,19741,0.0,0.0,18.685,0.0
26116,Ciguatera Fish Poisoning,Placer,2002,Female,0,141268,0.0,0.0,2.611,0.0
3301,Anaplasmosis and Ehrlichiosis,Los Angeles,2008,Male,0,4831902,0.0,0.0,0.076,0.0
97785,Q Fever,Yuba,2013,Female,1,36296,2.755,0.07,15.35,2.755
57441,Hemolytic Uremic Syndrome,San Diego,2005,Male,0,1491362,0.0,0.0,0.247,0.0
69794,Leprosy,Alameda,2002,Female,1,748222,0.134,0.003,0.745,0.134
120029,Tetanus,Plumas,2014,Female,0,9866,0.0,0.0,37.383,0.0
7991,"Botulism, Foodborne",Humboldt,2013,Male,0,67922,0.0,0.0,5.431,0.0
21739,Chlamydia,Santa Cruz,2006,Female,462,127995,360.95099999999996,328.836,395.348,360.952
66598,Invasive Meningococcal Disease,Santa Clara,2011,Male,3,906438,0.331,0.068,0.9670000000000001,0.331
76411,Listeriosis,Santa Barbara,2001,Male,0,201896,0.0,0.0,1.827,0.0
141640,Yersiniosis,Tuolumne,2011,Female,0,25869,0.0,0.0,14.259,0.0
90838,"Plague, human",El Dorado,2014,Female,0,92046,0.0,0.0,4.008,0.0
95825,Q Fever,Glenn,2014,Female,0,14207,0.0,0.0,25.962,0.0
79553,Lyme Disease,Yolo,2014,Male,1,101047,0.99,0.025,5.513999999999999,0.99
37690,Dengue,Madera,2001,Female,0,65826,0.0,0.0,5.604,0.0
88848,Pertussis,Mariposa,2014,Male,0,9032,0.0,0.0,40.834,0.0
48740,Giardiasis,Contra Costa,2009,Male,28,509624,5.494,3.6510000000000002,7.941,5.494
12364,"Botulism, Other",Ventura,2001,Female,0,385918,0.0,0.0,0.956,0.0
75451,Listeriosis,Los Angeles,2002,Male,8,4798953,0.16699999999999998,0.07200000000000001,0.32799999999999996,0.167
47782,Early Syphilis,Santa Clara,2012,Male,140,916065,15.283,12.856,18.034000000000002,15.283
32713,Cryptosporidiosis,San Bernardino,2003,Female,4,929010,0.431,0.11699999999999999,1.102,0.431
23073,Cholera,Lake,2006,Male,0,31812,0.0,0.0,11.595,0.0
35625,Cysticercosis or Taeniasis,Nevada,2006,Male,0,48600,0.0,0.0,7.59,0.0
64610,Influenza Death (<65 years of age),Sutter,2013,Female,0,48670,0.0,0.0,7.579,0.0
124384,Trichinosis,Lassen,2012,Female,0,12115,0.0,0.0,30.444000000000003,0.0
17641,Campylobacteriosis,Calaveras,2009,Female,6,22797,26.319000000000003,9.658999999999999,57.277,26.319
50821,Giardiasis,Ventura,2010,Female,18,415220,4.335,2.569,6.851,4.335
139261,Vibrio Infection (non-Cholera),Yolo,2011,Male,0,98833,0.0,0.0,3.7319999999999998,0.0
117807,Streptococcal Infection (cases in food and dairy workers),San Francisco,2009,Male,0,406809,0.0,0.0,0.907,0.0
42440,E. coli O157,Inyo,2001,Male,0,8968,0.0,0.0,41.125,0.0
15857,Brucellosis,Marin,2010,Male,0,124301,0.0,0.0,2.968,0.0
54963,Hantavirus Infection,San Diego,2007,Male,0,1513945,0.0,0.0,0.244,0.0
127804,Tuberculosis,San Mateo,2004,Female,22,356547,6.17,3.867,9.342,6.17
36259,Cysticercosis or Taeniasis,Santa Cruz,2003,Female,0,127867,0.0,0.0,2.885,0.0
101983,Relapsing Fever,San Mateo,2004,Female,0,356547,0.0,0.0,1.035,0.0
5469,Babesiosis,Glenn,2014,Male,0,14508,0.0,0.0,25.423000000000002,0.0
22569,Cholera,Calaveras,2002,Male,0,20983,0.0,0.0,17.579,0.0
41768,Diphtheria,Yolo,2013,Male,0,100538,0.0,0.0,3.6689999999999996,0.0
62341,HIV,Monterey,2006,Female,8,197244,4.056,1.751,7.992000000000001,4.056
25537,Ciguatera Fish Poisoning,Lake,2005,Female,0,31709,0.0,0.0,11.633,0.0
91220,"Plague, human",Los Angeles,2001,Female,0,4880972,0.0,0.0,0.076,0.0
73578,Leptospirosis,Placer,2013,Male,0,178149,0.0,0.0,2.0709999999999997,0.0
127499,Tuberculosis,Riverside,2014,Male,38,1142533,3.326,2.354,4.565,3.326
12045,"Botulism, Other",Sonoma,2005,Female,0,238649,0.0,0.0,1.546,0.0
63659,HIV,Yuba,2009,Female,0,35623,0.0,0.0,10.355,0.0
121052,Tetanus,Ventura,2013,Male,1,417301,0.24,0.006,1.335,0.24
111539,Shigellosis,San Diego,2007,Female,68,1500220,4.533,3.52,5.746,4.533
21520,Chlamydia,San Joaquin,2003,Female,1804,311549,579.0409999999999,552.6990000000001,606.31,579.042
63059,HIV,Santa Cruz,2007,Male,15,128554,11.668,6.531000000000001,19.244,11.668
91370,"Plague, human",Mariposa,2009,Female,0,9007,0.0,0.0,40.946999999999996,0.0
85287,Mumps,Sutter,2011,Male,0,46972,0.0,0.0,7.853,0.0
113753,Spotted Fever Rickettsiosis,Placer,2005,Male,0,152983,0.0,0.0,2.411,0.0
1582,Amebiasis,San Diego,2010,Female,28,1540578,1.817,1.208,2.627,1.817
40352,Diphtheria,Merced,2005,Female,0,120117,0.0,0.0,3.071,0.0
112372,Shigellosis,Yolo,2007,Female,0,99925,0.0,0.0,3.6919999999999997,0.0
116850,Streptococcal Infection (cases in food and dairy workers),Kern,2013,Female,0,416808,0.0,0.0,0.885,0.0
109991,Shigellosis,Alameda,2005,Female,59,744115,7.928999999999999,6.0360000000000005,10.228,7.929
102191,Relapsing Fever,Shasta,2012,Male,0,87789,0.0,0.0,4.202,0.0
131931,"Typhoid Fever, case",Marin,2011,Female,0,129336,0.0,0.0,2.852,0.0
133635,Typhus Fever,Amador,2006,Female,0,17119,0.0,0.0,21.546,0.0
20283,Chlamydia,El Dorado,2011,Female,178,90341,197.03,169.171,228.16299999999998,197.031
45702,E. coli Other STEC (non-O157),Stanislaus,2007,Male,0,251144,0.0,0.0,1.469,0.0
108846,Shiga Toxin Positive Feces (without culture confirmation),Imperial,2012,Male,0,91745,0.0,0.0,4.021,0.0
31599,Cryptosporidiosis,El Dorado,2011,Female,0,90341,0.0,0.0,4.083,0.0
17792,Campylobacteriosis,El Dorado,2003,Male,4,83795,4.774,1.301,12.222000000000001,4.774
22700,Cholera,Del Norte,2004,Female,0,12587,0.0,0.0,29.303,0.0
123667,Trichinosis,Alameda,2011,Male,0,748844,0.0,0.0,0.493,0.0
141301,Yersiniosis,Siskiyou,2010,Female,0,22504,0.0,0.0,16.391,0.0
3136,Anaplasmosis and Ehrlichiosis,Kern,2009,Male,0,428435,0.0,0.0,0.861,0.0
138338,Vibrio Infection (non-Cholera),San Benito,2006,Female,0,27319,0.0,0.0,13.502,0.0
6324,Babesiosis,Plumas,2005,Female,0,10450,0.0,0.0,35.294000000000004,0.0
102950,Rubella,Imperial,2013,Female,0,86982,0.0,0.0,4.2410000000000005,0.0
118450,Streptococcal Infection (cases in food and dairy workers),Trinity,2012,Male,0,6929,0.0,0.0,53.224,0.0
64989,Invasive Meningococcal Disease,Calaveras,2012,Female,0,22468,0.0,0.0,16.417,0.0
131479,"Typhoid Fever, case",Fresno,2014,Male,0,483796,0.0,0.0,0.762,0.0
33763,Cyclosporiasis,Contra Costa,2011,Male,0,517556,0.0,0.0,0.713,0.0
18121,Campylobacteriosis,Lake,2001,Female,0,30250,0.0,0.0,12.194,0.0
61753,HIV,Imperial,2004,Male,0,79736,0.0,0.0,4.626,0.0
37792,Dengue,Mariposa,2007,Female,0,9059,0.0,0.0,40.711999999999996,0.0
76243,Listeriosis,San Francisco,2001,Male,1,397418,0.252,0.006,1.402,0.252
33574,Cryptosporidiosis,Ventura,2009,Female,4,411541,0.972,0.265,2.489,0.972
114053,Spotted Fever Rickettsiosis,San Francisco,2007,Female,0,389778,0.0,0.0,0.946,0.0
85498,Paralytic Shellfish Poisoning,Alpine,2004,Male,0,659,0.0,0.0,558.205,0.0
25982,Ciguatera Fish Poisoning,Monterey,2013,Male,0,218152,0.0,0.0,1.6909999999999998,0.0
9785,"Botulism, Foodborne",Tulare,2014,Female,0,229092,0.0,0.0,1.61,0.0
103746,Salmonellosis,Alpine,2011,Male,0,581,0.0,0.0,632.908,0.0
27064,Ciguatera Fish Poisoning,Tulare,2004,Male,0,199949,0.0,0.0,1.845,0.0
111765,Shigellosis,Santa Barbara,2012,Male,8,214265,3.734,1.6119999999999999,7.357,3.734
28860,Coccidioidomycosis,San Diego,2013,Female,33,1576787,2.093,1.4409999999999998,2.9389999999999996,2.093
139681,Yersiniosis,Del Norte,2011,Male,0,15867,0.0,0.0,23.246,0.0
81517,Malaria,Sierra,2001,Female,0,1772,0.0,0.0,207.96,0.0
87406,Paralytic Shellfish Poisoning,Siskiyou,2010,Female,0,22504,0.0,0.0,16.391,0.0
101612,Relapsing Fever,Plumas,2006,Male,0,10330,0.0,0.0,35.704,0.0
12133,"Botulism, Other",Stanislaus,2008,Male,0,252205,0.0,0.0,1.463,0.0
2107,Amebiasis,Stanislaus,2003,Female,1,244919,0.408,0.01,2.275,0.408
59591,"Hepatitis B, Acute",Santa Barbara,2011,Male,1,213871,0.46799999999999997,0.012,2.605,0.468
145,Amebiasis,Amador,2007,Female,0,17207,0.0,0.0,21.436,0.0
134574,Typhus Fever,Modoc,2006,Male,0,4876,0.0,0.0,75.625,0.0
122067,Vibrio Infection (non-Cholera),Butte,2009,Female,0,110967,0.0,0.0,3.324,0.0
674,Amebiasis,Kings,2001,Male,0,75993,0.0,0.0,4.854,0.0
53261,Gonorrhea,Tuolumne,2009,Male,1,29273,3.4160000000000004,0.086,19.032,3.416
27877,Coccidioidomycosis,Inyo,2009,Female,0,9205,0.0,0.0,40.067,0.0
23454,Cholera,Mono,2011,Male,0,7556,0.0,0.0,48.809,0.0
89957,Pertussis,Solano,2007,Female,0,206109,0.0,0.0,1.79,0.0
78964,Lyme Disease,Santa Clara,2010,Male,4,896357,0.446,0.122,1.143,0.446
111107,Shigellosis,Monterey,2003,Female,19,199426,9.527000000000001,5.736000000000001,14.878,9.527
127268,Tuberculosis,Napa,2007,Male,3,66424,4.516,0.9309999999999999,13.198,4.516
61905,HIV,Kings,2014,Female,0,64992,0.0,0.0,5.676,0.0
118987,Tetanus,Contra Costa,2011,Female,0,543641,0.0,0.0,0.679,0.0
128369,Tuberculosis,Tulare,2013,Male,10,228149,4.383,2.102,8.061,4.383
5596,Babesiosis,Kern,2001,Female,0,330250,0.0,0.0,1.117,0.0
